="",代码,名称,连板数,涨停原因,开盘涨幅,当日涨幅,近10日最高涨幅,近10日涨幅,首次封板,最后封板,当日价格,攻击波,回头波,次日开盘涨幅,次日涨幅,涨停类型,涨停因子,开板数,封单量,当日换手,最新五星买卖点,最新红黄白买卖点,最新神秘C点买卖点,最新智能亮点,几天几板,所属题材,流通市值,总市值
="",="603729",龙韵股份,首板,消息称首款视频电子即开游戏彩票上市。公司旗下景区荷兰村作为竞猜型体育彩票和大型国际赛事即开型体育彩票的试点,0.69%,10.00%,18.59%,6.77%,09:35:02,14:54:34,15.95,9.62%,0.00%,-5.58%,-9.97%,换手板,烂板 | 小盘股,="6",2830手,14.27%,---,---,---,---, 1天1板,互联网彩票 | 举牌 | 摘帽 | 网红经济,14.89亿,14.89亿
="",="603023",威帝股份,首板,工信部正式开展新一轮新能源汽车下乡活动。汽车电子控制产品供应商；公司拟收购上海飞尔汽车零部件股份有限公司100%股权,0.21%,10.06%,4.30%,-0.75%,09:35:07,09:35:07,5.25,10.29%,0.00%,4.76%,1.14%,换手板,---,="0",7.70万手,2.33%,卖出: 2天,卖出: 4天,卖出: 5天,KDJ金叉 MACD金叉 CCI买入信号 MACD买入信号 估值高, 1天1板,车联网 | 无人驾驶 | 汽车电子 | 股权转让 | 黑龙江自贸区 | 胎压监测 | EDR概念,29.51亿,29.51亿
="",="688266",泽璟制药-U,首板,公司公司自主研发的盐酸杰克替尼片用于治疗重型新型冠状病毒肺炎患者的临床试验申请获得受理,6.08%,20.01%,29.32%,23.64%,09:36:05,09:36:05,33.94,13.13%,0.00%,5.51%,3.39%,换手板,放量,="0",1.62万手,1.84%,买入: 5天,---,---,量能巨变 强势股, 1天1板,券商重仓 | 融资融券,47.76亿,81.46亿
="",="600158",中体产业,首板,消息称首款视频电子即开游戏彩票上市。国家体育总局唯一上市平台，国家体育总局系统内唯一上市平台，两家拿到网络彩票运营牌照的公司之一,3.47%,10.04%,20.16%,11.64%,09:37:03,09:37:03,8.88,8.42%,0.00%,-2.59%,-7.09%,换手板,---,="0",8.87万手,4.47%,买入: 34天,---,---,估值较低, 1天1板,足球概念 | 互联网彩票 | 体育产业 | 冬奥会 | 融资融券 | 赛马概念 | 杭州亚运会 | 冰雪产业,64.12亿,85.20亿
="",="605299",舒华体育,首板,公司主要从事健身器材和展示架产品的研产销，已形成了完整的健身器材与展示架产品的业务体系,0.29%,10.02%,15.45%,8.69%,09:37:56,09:37:56,11.20,9.80%,0.00%,1.07%,-3.93%,换手板,小盘股,="0",1.99万手,3.45%,买入: 36天,---,---,估值合理, 1天1板,体育产业 | 冬奥会 | 健康中国 | 华为概念,12.72亿,46.09亿
="",="002998",优彩资源,首板,公司主营涤纶纤维及其制品，产品包括再生有色涤纶短纤维、低熔点涤纶短纤维和涤纶非织造布等,4.47%,10.06%,14.37%,7.69%,09:38:42,14:24:54,7.88,7.21%,0.00%,-3.55%,-5.84%,换手板,烂板 | 放量 | 小盘股,="46",2246手,12.46%,买入: 11天,---,---,估值合理, 1天1板,口罩,11.98亿,25.72亿
="",="002719",麦趣尔,首板,新疆第四大乳品企业，生产乳制品包括灭菌乳、调制乳、含乳饮料和发酵乳四大系列产品,-0.44%,10.01%,21.95%,14.51%,09:39:12,09:39:12,9.89,15.00%,0.00%,0.81%,-5.06%,换手板,黄线涨停 | 小盘股,="0",2.97万手,3.46%,买入: 11天,买入: 1天,---,量能巨变 估值高, 1天1板,摘帽 | 休闲食品 | 资产重组 | 乳业,16.01亿,17.22亿
="",="002587",奥拓电子,首板,1、主要是提供LED显示设备及相关软件，借助专业“技术+服务”团队，打造一流的科技体育专业服务商；
2、旗下创想数维通过XR虚拟数字内容制作技术打造沉浸式空间和虚拟人,-0.71%,9.91%,14.22%,10.29%,09:39:48,09:39:48,4.66,10.95%,0.00%,-1.29%,-3.43%,换手板,---,="0",3.49万手,5.31%,买入: 10天,---,---,估值高, 1天1板,智慧城市 | 机器人概念 | 节能照明 | 虚拟现实 | 区块链 | 无人银行 | 金融科技 | Mini LED | 新冠检测 | 元宇宙 | 虚拟数字人,21.41亿,30.39亿
="",="002492",恒基达鑫,首板,1、公司为石化物流服务提供商，是目前华南沿海地区规模最大的石化产品码头之一，目前共有各类储罐165个；
2、公司参与设立的大健康投资基金已投项目中有新型冠状病毒检测试剂盒已完成研发,0.49%,9.95%,15.61%,7.38%,09:40:06,09:40:06,6.74,9.95%,0.00%,0.00%,-7.12%,换手板,反包涨停,="0",6.55万手,5.73%,买入: 13天,---,---,估值合理, 4天2板,创投 | 快递物流 | 粤港澳大湾区 | 年报预增 | 参股保险 | 横琴新区,26.83亿,27.30亿
="",="002630",华西能源,首板,国家发改委、能源局发文加快推进大型风电光伏基地建设。公司新签20亿订单为老挝南潘2×330MW超临界清洁能源电站项目,-0.46%,10.19%,27.18%,27.18%,09:42:21,09:42:21,2.38,11.74%,0.00%,2.94%,10.08%,换手板,反包涨停,="0",14.65万手,4.56%,卖出: 3天,---,---,量能巨变, 6天3板(1个一字板),固废处理 | 光伏概念 | 环保 | 无人驾驶 | 新材料概念 | PPP概念 | 节能环保 | 参股银行 | 碳中和 | 储能,23.12亿,28.10亿
="",="603215",比依股份,首板,云从科技上市后大涨。深圳补贴汽车、家电等消费。公司出口营收占比大，主营空气炸锅、空气烤箱、油炸锅、煎烤器等加热类厨房小家电
,-0.29%,10.02%,10.72%,5.21%,09:42:24,09:44:36,18.77,11.20%,0.00%,0.69%,0.91%,换手板,炸板涨停 | 小盘股,="1",1.41万手,22.33%,买入: 0天,---,卖出: 13天,MACD金叉 MA(20日线支撑) MACD买入信号 机构上榜 机构净买入 多家机构买入 估值较高 五星买点, 1天1板,电商 | 次新股 | 核准制次新股,8.76亿,35.04亿
="",="002265",西仪股份,首板,辽宁舰20日进入台湾海峡，美国国务院东亚暨太平洋事务局副助理国务卿20日抵达台北进行访问。公司拟购买兵器装备集团持有的建设工业，标的是我国规模最大的枪械类轻武器装备研发制造企业，主要装备于陆军、海军、空军、火箭军、战略支援部队、公安、武警及驻港澳部队,-0.20%,10.02%,18.89%,18.89%,09:43:27,09:43:27,16.14,10.47%,0.00%,5.89%,9.98%,换手板,---,="0",6.04万手,5.82%,买入: 16天,---,---,量能巨变 估值高, 1天1板,军工 | 混改,51.42亿,51.42亿
="",="000905",厦门港务,首板,1、公司实控人厦门国资委，主营港口业务，厦门最大的港口码头运营商；
2、20年5月，控股股东厦门港务控股集团与中国远洋海运集团有限公司、中国旅游集团有限公司启动邮轮产业合作项目“云签约”，计划投资30亿元打造国内首个集免税购物,0.00%,9.99%,17.24%,10.52%,09:43:36,09:43:36,9.25,9.99%,0.00%,-0.65%,-5.73%,换手板,---,="0",5.08万手,4.21%,买入: 15天,买入: 5天,---,估值较低, 1天1板,海峡两岸 | 一带一路 | 福建自贸区 | 跨境电商 | 融资融券 | 自由贸易港 | 年报预增 | 统一大市场,49.12亿,57.83亿
="",="002970",锐明技术,首板,工信部正式开展新一轮新能源汽车下乡活动。公司产品有车载视频监控设备、车载摄像机、驾驶主动安全套件、司乘交互终端等智能车载设备及管理平台软件，EDR即Event Data Recorder（汽车黑匣子）的部分功能公司产品有体现,0.42%,10.01%,13.27%,10.18%,09:45:54,09:45:54,26.49,10.37%,0.00%,3.62%,0.94%,换手板,---,="0",1.52万手,2.40%,买入: 11天,---,---,量能巨变 CCI买入信号 强势股, 1天1板,车联网 | 深股通 | 无人驾驶 | 汽车电子 | 人工智能 | 垃圾分类 | 专精特新 | EDR概念,22.65亿,45.86亿
="",="002790",瑞尔特,首板,公司已有智能卫浴产能40万套，2022年一季度120万智能马桶项目逐步投产,-0.92%,10.00%,23.28%,13.77%,09:46:45,09:46:45,7.15,11.02%,0.00%,-2.80%,-2.94%,换手板,反包涨停 | 小盘股,="0",5.80万手,3.40%,买入: 16天,---,---,估值合理, 1天1板,智能家居,18.44亿,29.89亿
="",="002277",友阿股份,首板,消息称首款视频电子即开游戏彩票上市。1、湖南百货龙头，拥有“友阿中免美妆化妆品综合店”；
2、2014年成立友阿彩票公司，与湖南省体彩中心、福彩中心协议开展代销彩票项目，依据身百货门店开设实体彩票投注站,-1.05%,9.95%,30.11%,17.40%,09:47:39,09:47:39,4.20,12.30%,0.00%,-2.86%,1.19%,换手板,反包涨停,="0",12.76万手,5.74%,卖出: 4天,卖出: 27天,---,KDJ金叉 均线多头排列 强势股 估值高, 1天1板,农村电商 | 互联网金融 | 智能制造 | 互联网彩票 | 跨境电商 | 机器人概念 | 汇金 | 融资融券 | 新零售 | 腾讯概念 | 网络直播 | 乡村振兴 | 抖音 | 参股银行 | 金融科技 | 免税店,58.56亿,58.56亿
="",="000572",海马汽车,首板,财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。1、公司具备相关新能源汽车生产资质，已有多款新能源汽车产品上市；
2、已完成首款氢燃料电池汽车样车开发，第四代氢燃料电池汽车正在研发中,0.56%,10.04%,22.94%,15.29%,09:48:54,09:48:54,5.92,9.43%,0.00%,1.35%,-0.68%,换手板,反包涨停,="0",11.26万手,2.95%,买入: 20天,---,---,量能巨变 估值合理, 1天1板,车联网 | 充电桩 | 无人驾驶 | 新能源汽车 | 燃料电池 | 海南自贸区 | 参股银行,97.22亿,97.36亿
="",="601279",英利汽车,首板,工信部正式开展新一轮新能源汽车下乡活动。公司专注汽车零部件的轻量化，主要产品包含仪表板骨架、防撞梁、门槛、EV电池下壳体等,1.32%,10.03%,17.67%,13.45%,09:50:59,09:50:59,6.69,9.67%,0.00%,4.04%,4.63%,换手板,小盘股,="0",4.42万手,10.33%,买入: 14天,---,买入: 3天,量能巨变 游资上榜 估值较高, 1天1板,---,13.07亿,99.97亿
="",="001319",铭科精技,首板,工信部正式开展新一轮新能源汽车下乡活动。云从科技上市后大涨。公司专业从事精密冲压模具和金属结构件的研产销，拥有优秀的模具设计开发能力、模具制造技术和精密冲压技术，主要为汽车、办公设备、电子产品及建筑消防等行业客户提供精密冲压模具和金属结构件
,-2.52%,10.00%,28.91%,-7.30%,09:53:15,10:40:00,34.98,14.28%,0.00%,4.46%,-8.52%,换手板,烂板 | 小盘股,="2",1.89万手,52.21%,---,---,---,游资上榜 估值较高,15天9板(7个一字板),次新股 | 新能源汽车 | 核准制次新股,12.37亿,49.46亿
="",="002628",成都路桥,首板,区域性路桥工程企业，公司业务集中在以四川省为中心的西南片区，从事公路工程、桥梁工程、隧道工程的施工,0.50%,9.98%,16.38%,1.47%,09:57:18,09:57:18,4.41,9.98%,0.00%,6.58%,-5.90%,换手板,---,="0",12.37万手,3.55%,买入: 5天,---,---,估值高, 1天1板,PPP概念 | 大基建 | 装配式建筑,33.05亿,33.46亿
="",="000584",哈工智能,首板,---,0.22%,10.04%,20.43%,20.43%,09:58:30,09:58:30,5.04,10.53%,0.00%,1.59%,9.92%,换手板,放量,="0",9.97万手,1.88%,买入: 11天,---,---,CCI买入信号, 1天1板,军工 | 智能制造 | 工业4.0 | 机器人概念 | 新能源汽车 | 人工智能 | 特斯拉 | 蔚来汽车概念 | 高端装备 | 高商誉,37.60亿,38.35亿
="",="002292",奥飞娱乐,首板,公司已获手游IP王者荣耀授权，拟第四季度发售Q版盒蛋系列等产品,0.22%,9.96%,21.06%,-8.27%,10:05:42,14:27:27,5.08,9.72%,0.00%,-3.94%,-8.27%,换手板,烂板 | 放量,="10",1.77万手,14.70%,卖出: 7天,---,卖出: 0天,WR金叉,14天7板,智能穿戴 | 三胎概念 | 深股通 | 手机游戏 | 参股新三板 | 机器人概念 | 网络游戏 | 人工智能 | 虚拟现实 | 融资融券 | 独角兽概念 | 网络直播 | 高商誉 | 标普道琼斯A股 | NFT | 元宇宙 | 虚拟数字人,49.55亿,75.12亿
="",="000886",海南高速,首板,公司为国企，实控人海南省交通运输厅，主营房地产以及高等级公路的建设及养护管理,-2.55%,10.00%,28.73%,10.75%,10:08:57,10:09:33,5.61,14.02%,0.00%,-1.96%,-9.98%,换手板,炸板涨停,="1",6.60万手,8.33%,卖出: 3天,卖出: 0天,卖出: 0天,机构上榜 游资上榜 多家机构买入 估值合理 五星卖点, 1天1板,债转股 | 海南自贸区,54.64亿,55.47亿
="",="000735",罗 牛 山,首板,全资子公司罗牛山国际马术俱乐部的“海南国际赛马娱乐文化小镇”项目此前获备案证明；项目建设内容包括海南国际马术中心，国际赛马公园，行政办公配套及安居房项目、马匹设备等,-0.16%,9.95%,16.50%,11.56%,10:12:51,14:24:15,6.85,10.48%,0.00%,-4.53%,-4.23%,换手板,炸板涨停 | 放量,="6",1.30万手,5.44%,买入: 8天,---,---,小步上扬, 1天1板,职业教育 | 猪肉 | 深股通 | 转基因 | 参股新三板 | 土地流转 | 生态农业 | 金融改革 | 融资融券 | 海南自贸区 | 赛马概念 | 乡村振兴 | 冷链物流 | 标普道琼斯A股 | 统一大市场,78.84亿,78.88亿
="",="688320",禾川科技,首板,龙头5个交易日翻倍；云从科技上市后连续大涨。云从科技上市后大涨。公司是一家技术驱动的工业自动化控制核心部件及整体解决方案提供商，主要产品包括伺服系统、PLC等，覆盖了工业自动化领域的控制层、驱动层和执行传感层，并在近年沿产业链上下游不断延伸，涉足上游的工控芯片、传感器和下游的高端精密数控机床等领域
,1.64%,19.98%,48.97%,40.93%,10:15:31,10:15:31,24.08,18.04%,0.00%,0.00%,13.54%,换手板,小盘股,="0",1.50万手,25.84%,买入: 1天,---,---,强势股 机构上榜 游资上榜 机构净买入 多家机构买入, 1天1板,智能制造 | 工业4.0 | 次新股 | 锂电池 | 芯片概念 | 融资融券 | 注册制次新股 | 工业母机 | 专精特新,7.44亿,36.36亿
="",="002886",沃特股份,首板,国家发改委、能源局发文加快推进大型风电光伏基地建设。发布股权激励计划；公司材料产品有用于制备光伏设备组件及半导体制程设备组件，已与隆基、天合、晶澳、中环赛特等企业开展直接或间接供应合作，目前正与晶科、阿特斯等客户开展产品导入认证工作,0.00%,9.98%,11.73%,7.52%,10:17:18,10:17:18,18.40,10.64%,0.00%,0.00%,-2.83%,换手板,---,="0",4.70万手,1.67%,买入: 13天,---,---,量能巨变 估值较高, 1天1板,传感器 | 光伏概念 | 石墨烯 | 3D打印 | 无人机 | 5G | 新能源汽车 | 新材料概念 | 特斯拉 | 券商重仓 | 华为概念 | 电子烟 | 华为汽车 | 口罩,31.67亿,41.69亿
="",="002791",坚朗五金,首板,国内规模最大的门窗幕墙五金生产企业之一,0.00%,10.01%,9.97%,8.72%,10:19:36,10:19:36,92.35,11.13%,0.00%,0.51%,1.25%,换手板,---,="0",4230手,1.53%,买入: 1天,---,---,强势股 北向增仓 估值较低, 1天1板,深股通 | 社保重仓 | 融资融券 | 垃圾分类,148.00亿,296.94亿
="",="002819",东方中科,首板,人民日报：让更多国产软件大显身手，软件产业做大做强正当其时。公司拟收购万里红，标的主营业务包括信息安全保密业务、政务集成业务及虹膜识别业务,0.00%,10.00%,24.18%,24.18%,10:23:42,10:23:42,23.44,11.09%,0.00%,2.39%,9.98%,换手板,---,="0",1.61万手,1.41%,买入: 2天,---,---,估值较低, 1天1板,人脸识别 | 虹膜识别 | 新能源汽车 | 国产软件 | 资产重组 | 华为概念,32.83亿,74.58亿
="",="688288",鸿泉物联,首板,公司为国内较早从事辅助驾驶研究的企业之一；公司产品主要应用于商用车领域，其中与EDR功能类似的商用车行驶记录仪已全面装配重卡车型，覆盖陕汽、三一、福田等国内头部主机厂客户,0.90%,19.99%,28.86%,28.54%,10:28:28,10:28:28,22.69,19.86%,0.00%,0.84%,7.98%,换手板,放量 | 小盘股,="0",3542手,6.69%,买入: 14天,---,---,量能巨变 强势股, 1天1板,车联网 | 智慧城市 | 人工智能 | 融资融券 | 胎压监测 | EDR概念,12.01亿,22.77亿
="",="002491",通鼎互联,首板,公司的ISMS系统可以监控和保障IDC机房内的EU、分流器，以及省端CU等设备的运行情况，已应用在多个省份的IDC及专线机房；公司拥有的300吨自产光棒项目规模达产，与康宁达成独家长期战略合作协议,0.00%,9.98%,24.15%,20.00%,10:31:30,10:31:30,4.63,10.24%,0.00%,-3.24%,6.26%,换手板,放量,="0",2.14万手,1.93%,买入: 18天,卖出: 7天,---,量能巨变 强势股, 1天1板,信息安全 | 参股新三板 | 5G | 大数据 | 融资融券 | 独角兽概念 | 长三角一体化 | 标普道琼斯A股,54.96亿,57.44亿
="",="601872",招商轮船,首板,招商局集团旗下，主要从事国际原油、国际与国内干散货、国内滚装等海运业务,-0.83%,10.08%,20.77%,15.88%,10:34:08,13:46:03,6.66,11.56%,0.00%,0.60%,-0.30%,换手板,炸板涨停,="2",6.63万手,2.55%,卖出: 17天,卖出: 30天,卖出: 24天,阶段新高 高成长 估值较低, 1天1板,一带一路 | 上海自贸区 | 融资融券 | MSCI概念 | 天然气 | 年报预增 | 标普道琼斯A股 | 俄乌冲突概念,510.16亿,539.98亿
="",="605366",宏柏新材,首板,国内功能性硅烷行业龙头企业，拥有全球产量最大的含硫硅烷（含固体硅烷）生产线；一季度净利润同比翻近4倍,0.64%,10.00%,66.65%,57.81%,10:39:54,14:57:16,27.50,9.30%,0.00%,-3.64%,-2.62%,换手板,烂板 | 反包涨停 | 隔日反包,="10",865手,21.84%,买入: 20天,---,买入: 1天,阶段新高 均线多头排列 估值合理, 5天4板,新材料概念 | 年报预增 | 有机硅,44.49亿,91.30亿
="",="000868",安凯客车,首板,5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。公司主营新能源客车，打造出安徽首条氢燃料公交示范线运营车辆,1.05%,10.06%,39.61%,39.61%,10:42:36,10:42:36,5.25,12.18%,0.00%,10.10%,10.10%,换手板,反包涨停,="0",16.48万手,10.46%,买入: 12天,卖出: 2天,买入: 1天,阶段新高, 4天2板,无人驾驶 | 新能源汽车 | PPP概念 | 燃料电池 | 华为概念 | 华为汽车,38.50亿,38.50亿
="",="002101",广东鸿图,首板,工信部正式开展新一轮新能源汽车下乡活动。1、华南地区铝压铸行业龙头，签署12000T超级智能压铸单元研发协议，加速布局新能源汽车产业；
2、公司是华为的一级供应商，主要为华为配套供应通讯设备的铝合金压铸零部件，曾表示将积极在华为汽车相关业务方面进行拓展；
3、2021年净利预增70%-90%,1.81%,10.04%,27.77%,27.77%,10:44:33,11:01:33,12.17,9.05%,0.00%,0.25%,10.02%,换手板,炸板涨停 | 放量,="1",1.54万手,5.44%,买入: 14天,买入: 13天,买入: 1天,强势股 估值较高, 1天1板,创投 | 5G | 新能源汽车 | 汽车电子 | 特斯拉 | 宁德时代概念 | 蔚来汽车概念 | 华为概念 | 华为汽车 | 横琴新区,64.36亿,64.36亿
="",="603308",应流股份,首板,中航电子、中航机电两大军工央企宣布合并。公司为全球高端装备关键零部件制造领先企业，是核一级铸件核心供应商，是国内极少数拥有核一级泵阀类铸件资质的企业；预计20年净利润同比增长51%至61%,-0.45%,10.03%,10.13%,8.73%,10:48:03,14:55:52,14.70,10.94%,0.00%,-0.54%,0.00%,换手板,烂板 | 放量,="7",5773手,2.95%,买入: 19天,卖出: 7天,---,估值较低, 1天1板,一带一路 | 核电 | 军工 | 工业4.0 | 通用航空 | 基金重仓 | 参股银行 | 航空发动机,100.42亿,100.42亿
="",="601127",小康股份,首板,5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。公司与华为合作汽车赛力斯，问界M7将发布,0.86%,9.99%,34.88%,34.88%,10:51:03,13:41:22,57.79,11.33%,0.00%,0.40%,10.00%,换手板,炸板涨停 | 反包涨停 | 隔日反包,="2",2.21万手,3.42%,买入: 14天,卖出: 7天,---,均线多头排列 强势股, 3天2板,车联网 | 工业4.0 | 无人驾驶 | 新能源汽车 | 阿里巴巴概念 | 基金重仓 | 融资融券 | 百度概念 | 华为概念 | 业绩爆雷 | 华为汽车 | 参股银行 | 标普道琼斯A股 | 地摊经济,596.72亿,785.91亿
="",="600565",迪马股份,首板,1、公司拥有移动式P2核酸检测试验室；
2、、全资子公司东原地产拥有房地产一级开发资质，主要从事住宅地产、商业地产及产业地产开发，业务覆盖华东、华西、华中、西南等各大区域,-0.45%,9.87%,3.38%,-0.84%,10:51:48,10:51:48,2.45,10.86%,0.00%,-0.41%,-4.08%,换手板,放量,="0",21.07万手,4.50%,买入: 0天,---,---,五星买点, 1天1板,沪股通 | 军工 | 机器人概念 | 军民融合 | 养老概念 | 融资融券 | 回购概念 | 安防 | 参股保险 | 垃圾分类 | 标普道琼斯A股 | 分拆上市意愿 | 地摊经济 | 物业管理 | 托育服务 | 方舱医院,61.04亿,62.43亿
="",="603097",江苏华辰,首板,云从科技上市后大涨。公司专业从事输配电及控制设备的研产销，主要产品包含干式变压器、油浸式变压器、箱式变电站及电气成套设备等
,3.03%,10.00%,62.71%,41.38%,10:52:19,10:54:10,29.36,12.49%,0.00%,-1.67%,-4.70%,换手板,炸板涨停 | 反包涨停 | 小盘股,="1",1.60万手,51.63%,---,---,---,估值高,15天11板(9个一字板),光伏概念 | 次新股 | 充电桩 | 风电 | 智能电网 | 核准制次新股 | 储能,11.74亿,46.98亿
="",="002651",利君股份,首板,中航电子、中航机电两大军工央企宣布合并。公司通过子公司徳坤航空布局航天模具、数控零件制造等业务，产品应用于波音、空客、中国商飞等民用飞机，以及军用及运载火箭上面,0.14%,10.06%,16.62%,15.45%,10:52:33,14:02:48,7.66,11.01%,0.00%,-0.13%,3.39%,换手板,烂板 | 放量,="9",1.04万手,7.32%,买入: 15天,买入: 20天,---,量能巨变 强势股 估值合理, 1天1板,深股通 | 军工 | 无人机 | 通用航空 | 社保重仓 | 高端装备 | 节能环保 | 年报预增,42.58亿,79.16亿
="",="600215",派斯林,首板,公司收购万丰科技，标的定位于工业机器人系统集成和智能装备制造行业，主要从事自动化焊接生产线以及热加工自动化解决方案,0.46%,10.06%,18.78%,17.40%,10:58:48,11:21:42,7.22,10.23%,0.00%,0.97%,6.51%,换手板,炸板涨停 | 放量,="3",3.00万手,2.54%,买入: 1天,---,---,量能巨变 强势股 估值较低, 1天1板,智能制造 | 新能源汽车 | 资产重组 | 物业管理,33.58亿,33.58亿
