--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.02--上影线是下的几倍=0.55--阳线实体=1.62--实体是影线的几倍=3.33--,其他商业,飞亚达**000026.SZ
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.2--阳线实体=2.83--实体是影线的几倍=6.39--,铝,海星股份**603115.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.35--实体是影线的几倍=3.96--,专用机械,泰瑞机器**603289.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.1--阳线实体=3.85--实体是影线的几倍=2.61--,机械基件,迪贝电气**603320.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=5.71--实体是影线的几倍=14.19--,运输设备,梅轮电梯**603321.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=0.86--阳线实体=2.91--实体是影线的几倍=3.77--,食品,惠发食品**603536.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=2.93--实体是影线的几倍=3.93--,建筑工程,镇海股份**603637.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.0--上影线是下的几倍=0.92--阳线实体=3.69--实体是影线的几倍=4.23--,专用机械,泰禾智能**603656.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.05--上影线是下的几倍=0.83--阳线实体=4.9--实体是影线的几倍=2.62--,医药商业,老百姓**603883.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.12--阳线实体=2.89--实体是影线的几倍=3.85--,化工原料,兴业股份**603928.SH
--价格中枢看涨做涨--20231105.0价格中枢-实体一半=0.01--上影线是下的几倍=1.2--阳线实体=3.92--实体是影线的几倍=3.77--,出版业,读者传媒**603999.SH
--价格中枢看涨阴线4--20231105.0上影线最好为0=0.0--实体下影线倍数=5.93--阴线实体=13.73--阳线实体=1.22--,汽车整车,江铃汽车**000550.SZ
--价格中枢看涨阴线4--20231105.0上影线最好为0=0.0--实体下影线倍数=2.0--阴线实体=3.89--阳线实体=2.82--,汽车配件,云内动力**000903.SZ
--价格中枢看涨阴线4--20231105.0上影线最好为0=0.0--实体下影线倍数=2.5--阴线实体=7.04--阳线实体=4.78--,超市连锁,步步高**002251.SZ
--价格中枢看涨阴线4--20231105.0上影线最好为0=0.0--实体下影线倍数=3.08--阴线实体=6.23--阳线实体=3.25--,软件服务,中新赛克**002912.SZ
--价格中枢看涨阴线4--20231105.0上影线最好为0=0.0--实体下影线倍数=13.43--阴线实体=8.23--阳线实体=0.99--,汽车整车,福田汽车**600166.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的2.5倍----上下影线1.13倍----阴线实体大小3.57--阳线实体大小1.49--,电气设备,柘中股份**002346.SZ
--价格中枢看涨阴线1--20231105.0--实体是影线的3.3倍----上下影线0.75倍----阴线实体大小2.15--阳线实体大小2.18--,园区开发,市北高新**600604.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的3.6倍----上下影线1.33倍----阴线实体大小5.97--阳线实体大小4.09--,装修装饰,江河集团**601886.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的3.9倍----上下影线0.71倍----阴线实体大小6.12--阳线实体大小3.8--,通信设备,共进股份**603118.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的3.4倍----上下影线0.54倍----阴线实体大小3.89--阳线实体大小1.34--,专用机械,兰石重装**603169.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的3.1倍----上下影线0.6倍----阴线实体大小2.72--阳线实体大小0.49--,家居用品,我乐家居**603326.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的3.0倍----上下影线0.76倍----阴线实体大小5.71--阳线实体大小4.22--,软件服务,顶点软件**603383.SH
--价格中枢看涨阴线1--20231105.0--实体是影线的2.5倍----上下影线0.59倍----阴线实体大小4.03--阳线实体大小1.67--,电气设备,清源股份**603628.SH
