--价格中枢看涨阴线1--20240630.0--实体是影线的5.1倍----上下影线1.0倍----阴线实体大小4.87--阳线实体大小6.21,农药化肥,湖北宜化**000422.SZ
--价格中枢看涨阴线1--20240630.0--实体是影线的7.9倍----上下影线1.0倍----阴线实体大小3.86--阳线实体大小12.18,汽车配件,浙江仙通**603239.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.68倍----阴线实体大小3.51--阳线实体大小4.11,软件服务,神州数码**000034.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.87倍----阴线实体大小3.83--阳线实体大小5.23,航空,海特高新**002023.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.62倍----阴线实体大小3.42--阳线实体大小2.45,电器仪表,科陆电子**002121.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.81倍----阴线实体大小5.48--阳线实体大小8.63,元器件,中光学**002189.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.78倍----阴线实体大小3.63--阳线实体大小3.27,通信设备,武汉凡谷**002194.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线0.58倍----阴线实体大小4.64--阳线实体大小2.49,化纤,泰和新材**002254.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.82倍----阴线实体大小3.64--阳线实体大小3.92,电气设备,万马股份**002276.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.67倍----阴线实体大小3.57--阳线实体大小1.93,机械基件,博深股份**002282.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.67倍----阴线实体大小3.8--阳线实体大小1.52,专用机械,融发核电**002366.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.8倍----上下影线0.71倍----阴线实体大小5.44--阳线实体大小6.35,元器件,和而泰**002402.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的5.6倍----上下影线1.0倍----阴线实体大小8.12--阳线实体大小13.44,家用电器,兆驰股份**002429.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.0倍----上下影线1.19倍----阴线实体大小5.77--阳线实体大小12.09,汽车配件,万安科技**002590.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.61倍----阴线实体大小4.15--阳线实体大小13.52,汽车配件,光洋股份**002708.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.07倍----阴线实体大小6.62--阳线实体大小8.88,元器件,可立克**002782.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.1倍----上下影线0.68倍----阴线实体大小4.38--阳线实体大小2.2,通信设备,通宇通讯**002792.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.58倍----阴线实体大小4.04--阳线实体大小5.4,元器件,五方光电**002962.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.0倍----上下影线0.61倍----阴线实体大小4.61--阳线实体大小2.51,电气设备,卧龙电驱**600580.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.6倍----阴线实体大小4.41--阳线实体大小2.61,水泥,四川金顶**600678.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.61倍----阴线实体大小2.61--阳线实体大小6.22,船舶,中船防务**600685.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线1.33倍----阴线实体大小4.25--阳线实体大小8.88,商贸代理,苏美达**600710.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.75倍----阴线实体大小2.9--阳线实体大小3.44,建筑工程,中交设计**600720.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的8.9倍----上下影线0.57倍----阴线实体大小7.35--阳线实体大小6.59,汽车配件,爱柯迪**600933.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.3倍----上下影线0.86倍----阴线实体大小3.49--阳线实体大小8.71,汽车服务,中国汽研**601965.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小4.62--阳线实体大小2.48,电气设备,弘讯科技**603015.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.5倍----上下影线0.85倍----阴线实体大小3.71--阳线实体大小3.14,广告包装,新通联**603022.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.88倍----阴线实体大小5.37--阳线实体大小16.94,汽车配件,日盈电子**603286.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.52倍----阴线实体大小9.56--阳线实体大小10.15,家居用品,亚振家居**603389.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.2倍----上下影线1.27倍----阴线实体大小7.43--阳线实体大小13.93,汽车配件,徕木股份**603633.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.68倍----阴线实体大小3.58--阳线实体大小2.0,电器仪表,柯力传感**603662.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.58倍----阴线实体大小5.14--阳线实体大小3.82,小金属,三祥新材**603663.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.5倍----上下影线0.82倍----阴线实体大小9.54--阳线实体大小11.26,家用电器,朗迪集团**603726.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小3.63--阳线实体大小3.42,汽车配件,常青股份**603768.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.2倍----上下影线0.64倍----阴线实体大小5.8--阳线实体大小3.29,元器件,沃格光电**603773.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线1.0倍----阴线实体大小5.71--阳线实体大小4.87,汽车配件,宁波高发**603788.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.0倍----阴线实体大小4.24--阳线实体大小1.25,电气设备,白云电器**603861.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.68倍----阴线实体大小3.51--阳线实体大小4.11,软件服务,神州数码**000034.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.87倍----阴线实体大小3.83--阳线实体大小5.23,航空,海特高新**002023.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.62倍----阴线实体大小3.42--阳线实体大小2.45,电器仪表,科陆电子**002121.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.81倍----阴线实体大小5.48--阳线实体大小8.63,元器件,中光学**002189.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.78倍----阴线实体大小3.63--阳线实体大小3.27,通信设备,武汉凡谷**002194.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线0.58倍----阴线实体大小4.64--阳线实体大小2.49,化纤,泰和新材**002254.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.82倍----阴线实体大小3.64--阳线实体大小3.92,电气设备,万马股份**002276.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.67倍----阴线实体大小3.57--阳线实体大小1.93,机械基件,博深股份**002282.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.67倍----阴线实体大小3.8--阳线实体大小1.52,专用机械,融发核电**002366.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.8倍----上下影线0.71倍----阴线实体大小5.44--阳线实体大小6.35,元器件,和而泰**002402.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的5.6倍----上下影线1.0倍----阴线实体大小8.12--阳线实体大小13.44,家用电器,兆驰股份**002429.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.0倍----上下影线1.19倍----阴线实体大小5.77--阳线实体大小12.09,汽车配件,万安科技**002590.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.61倍----阴线实体大小4.15--阳线实体大小13.52,汽车配件,光洋股份**002708.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.07倍----阴线实体大小6.62--阳线实体大小8.88,元器件,可立克**002782.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.1倍----上下影线0.68倍----阴线实体大小4.38--阳线实体大小2.2,通信设备,通宇通讯**002792.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.58倍----阴线实体大小4.04--阳线实体大小5.4,元器件,五方光电**002962.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.0倍----上下影线0.61倍----阴线实体大小4.61--阳线实体大小2.51,电气设备,卧龙电驱**600580.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.6倍----阴线实体大小4.41--阳线实体大小2.61,水泥,四川金顶**600678.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.61倍----阴线实体大小2.61--阳线实体大小6.22,船舶,中船防务**600685.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线1.33倍----阴线实体大小4.25--阳线实体大小8.88,商贸代理,苏美达**600710.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.75倍----阴线实体大小2.9--阳线实体大小3.44,建筑工程,中交设计**600720.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的8.9倍----上下影线0.57倍----阴线实体大小7.35--阳线实体大小6.59,汽车配件,爱柯迪**600933.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.3倍----上下影线0.86倍----阴线实体大小3.49--阳线实体大小8.71,汽车服务,中国汽研**601965.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小4.62--阳线实体大小2.48,电气设备,弘讯科技**603015.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.5倍----上下影线0.85倍----阴线实体大小3.71--阳线实体大小3.14,广告包装,新通联**603022.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.88倍----阴线实体大小5.37--阳线实体大小16.94,汽车配件,日盈电子**603286.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.52倍----阴线实体大小9.56--阳线实体大小10.15,家居用品,亚振家居**603389.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.2倍----上下影线1.27倍----阴线实体大小7.43--阳线实体大小13.93,汽车配件,徕木股份**603633.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.68倍----阴线实体大小3.58--阳线实体大小2.0,电器仪表,柯力传感**603662.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.58倍----阴线实体大小5.14--阳线实体大小3.82,小金属,三祥新材**603663.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.5倍----上下影线0.82倍----阴线实体大小9.54--阳线实体大小11.26,家用电器,朗迪集团**603726.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小3.63--阳线实体大小3.42,汽车配件,常青股份**603768.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.2倍----上下影线0.64倍----阴线实体大小5.8--阳线实体大小3.29,元器件,沃格光电**603773.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线1.0倍----阴线实体大小5.71--阳线实体大小4.87,汽车配件,宁波高发**603788.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.0倍----阴线实体大小4.24--阳线实体大小1.25,电气设备,白云电器**603861.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.68倍----阴线实体大小3.51--阳线实体大小4.11,软件服务,神州数码**000034.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.87倍----阴线实体大小3.83--阳线实体大小5.23,航空,海特高新**002023.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.62倍----阴线实体大小3.42--阳线实体大小2.45,电器仪表,科陆电子**002121.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.81倍----阴线实体大小5.48--阳线实体大小8.63,元器件,中光学**002189.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.78倍----阴线实体大小3.63--阳线实体大小3.27,通信设备,武汉凡谷**002194.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线0.58倍----阴线实体大小4.64--阳线实体大小2.49,化纤,泰和新材**002254.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.82倍----阴线实体大小3.64--阳线实体大小3.92,电气设备,万马股份**002276.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.67倍----阴线实体大小3.57--阳线实体大小1.93,机械基件,博深股份**002282.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.67倍----阴线实体大小3.8--阳线实体大小1.52,专用机械,融发核电**002366.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.8倍----上下影线0.71倍----阴线实体大小5.44--阳线实体大小6.35,元器件,和而泰**002402.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的5.6倍----上下影线1.0倍----阴线实体大小8.12--阳线实体大小13.44,家用电器,兆驰股份**002429.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.0倍----上下影线1.19倍----阴线实体大小5.77--阳线实体大小12.09,汽车配件,万安科技**002590.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.61倍----阴线实体大小4.15--阳线实体大小13.52,汽车配件,光洋股份**002708.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.07倍----阴线实体大小6.62--阳线实体大小8.88,元器件,可立克**002782.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.1倍----上下影线0.68倍----阴线实体大小4.38--阳线实体大小2.2,通信设备,通宇通讯**002792.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.58倍----阴线实体大小4.04--阳线实体大小5.4,元器件,五方光电**002962.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.0倍----上下影线0.61倍----阴线实体大小4.61--阳线实体大小2.51,电气设备,卧龙电驱**600580.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.6倍----阴线实体大小4.41--阳线实体大小2.61,水泥,四川金顶**600678.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.61倍----阴线实体大小2.61--阳线实体大小6.22,船舶,中船防务**600685.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线1.33倍----阴线实体大小4.25--阳线实体大小8.88,商贸代理,苏美达**600710.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.75倍----阴线实体大小2.9--阳线实体大小3.44,建筑工程,中交设计**600720.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的8.9倍----上下影线0.57倍----阴线实体大小7.35--阳线实体大小6.59,汽车配件,爱柯迪**600933.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.3倍----上下影线0.86倍----阴线实体大小3.49--阳线实体大小8.71,汽车服务,中国汽研**601965.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小4.62--阳线实体大小2.48,电气设备,弘讯科技**603015.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.5倍----上下影线0.85倍----阴线实体大小3.71--阳线实体大小3.14,广告包装,新通联**603022.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.88倍----阴线实体大小5.37--阳线实体大小16.94,汽车配件,日盈电子**603286.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.52倍----阴线实体大小9.56--阳线实体大小10.15,家居用品,亚振家居**603389.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.2倍----上下影线1.27倍----阴线实体大小7.43--阳线实体大小13.93,汽车配件,徕木股份**603633.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.68倍----阴线实体大小3.58--阳线实体大小2.0,电器仪表,柯力传感**603662.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.58倍----阴线实体大小5.14--阳线实体大小3.82,小金属,三祥新材**603663.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.5倍----上下影线0.82倍----阴线实体大小9.54--阳线实体大小11.26,家用电器,朗迪集团**603726.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小3.63--阳线实体大小3.42,汽车配件,常青股份**603768.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.2倍----上下影线0.64倍----阴线实体大小5.8--阳线实体大小3.29,元器件,沃格光电**603773.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线1.0倍----阴线实体大小5.71--阳线实体大小4.87,汽车配件,宁波高发**603788.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.0倍----阴线实体大小4.24--阳线实体大小1.25,电气设备,白云电器**603861.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.68倍----阴线实体大小3.51--阳线实体大小4.11,软件服务,神州数码**000034.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.87倍----阴线实体大小3.83--阳线实体大小5.23,航空,海特高新**002023.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.62倍----阴线实体大小3.42--阳线实体大小2.45,电器仪表,科陆电子**002121.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.81倍----阴线实体大小5.48--阳线实体大小8.63,元器件,中光学**002189.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.78倍----阴线实体大小3.63--阳线实体大小3.27,通信设备,武汉凡谷**002194.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线0.58倍----阴线实体大小4.64--阳线实体大小2.49,化纤,泰和新材**002254.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.82倍----阴线实体大小3.64--阳线实体大小3.92,电气设备,万马股份**002276.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.67倍----阴线实体大小3.57--阳线实体大小1.93,机械基件,博深股份**002282.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.67倍----阴线实体大小3.8--阳线实体大小1.52,专用机械,融发核电**002366.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.8倍----上下影线0.71倍----阴线实体大小5.44--阳线实体大小6.35,元器件,和而泰**002402.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的5.6倍----上下影线1.0倍----阴线实体大小8.12--阳线实体大小13.44,家用电器,兆驰股份**002429.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.0倍----上下影线1.19倍----阴线实体大小5.77--阳线实体大小12.09,汽车配件,万安科技**002590.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.7倍----上下影线0.61倍----阴线实体大小4.15--阳线实体大小13.52,汽车配件,光洋股份**002708.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.07倍----阴线实体大小6.62--阳线实体大小8.88,元器件,可立克**002782.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的3.1倍----上下影线0.68倍----阴线实体大小4.38--阳线实体大小2.2,通信设备,通宇通讯**002792.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线0.58倍----阴线实体大小4.04--阳线实体大小5.4,元器件,五方光电**002962.SZ
--价格中枢看涨阴线1--20240707.0--实体是影线的4.0倍----上下影线0.61倍----阴线实体大小4.61--阳线实体大小2.51,电气设备,卧龙电驱**600580.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.6倍----阴线实体大小4.41--阳线实体大小2.61,水泥,四川金顶**600678.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.61倍----阴线实体大小2.61--阳线实体大小6.22,船舶,中船防务**600685.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.1倍----上下影线1.33倍----阴线实体大小4.25--阳线实体大小8.88,商贸代理,苏美达**600710.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.9倍----上下影线0.75倍----阴线实体大小2.9--阳线实体大小3.44,建筑工程,中交设计**600720.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的8.9倍----上下影线0.57倍----阴线实体大小7.35--阳线实体大小6.59,汽车配件,爱柯迪**600933.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.3倍----上下影线0.86倍----阴线实体大小3.49--阳线实体大小8.71,汽车服务,中国汽研**601965.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小4.62--阳线实体大小2.48,电气设备,弘讯科技**603015.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.5倍----上下影线0.85倍----阴线实体大小3.71--阳线实体大小3.14,广告包装,新通联**603022.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.88倍----阴线实体大小5.37--阳线实体大小16.94,汽车配件,日盈电子**603286.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.6倍----上下影线0.52倍----阴线实体大小9.56--阳线实体大小10.15,家居用品,亚振家居**603389.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.2倍----上下影线1.27倍----阴线实体大小7.43--阳线实体大小13.93,汽车配件,徕木股份**603633.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线0.68倍----阴线实体大小3.58--阳线实体大小2.0,电器仪表,柯力传感**603662.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.6倍----上下影线0.58倍----阴线实体大小5.14--阳线实体大小3.82,小金属,三祥新材**603663.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的4.5倍----上下影线0.82倍----阴线实体大小9.54--阳线实体大小11.26,家用电器,朗迪集团**603726.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.2倍----上下影线0.73倍----阴线实体大小3.63--阳线实体大小3.42,汽车配件,常青股份**603768.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.2倍----上下影线0.64倍----阴线实体大小5.8--阳线实体大小3.29,元器件,沃格光电**603773.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的3.7倍----上下影线1.0倍----阴线实体大小5.71--阳线实体大小4.87,汽车配件,宁波高发**603788.SH
--价格中枢看涨阴线1--20240707.0--实体是影线的2.3倍----上下影线1.0倍----阴线实体大小4.24--阳线实体大小1.25,电气设备,白云电器**603861.SH
--价格中枢看涨阴线1--20240922.0--实体是影线的2.7倍----上下影线0.67倍----阴线实体大小2.59--阳线实体大小11.57,医疗保健,国际医学**000516.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的2.5倍----上下影线1.2倍----阴线实体大小4.17--阳线实体大小10.43,纺织,华茂股份**000850.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的3.5倍----上下影线1.15倍----阴线实体大小4.45--阳线实体大小5.11,农药化肥,新洋丰**000902.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的2.4倍----上下影线1.0倍----阴线实体大小1.76--阳线实体大小7.08,化学制药,京新药业**002020.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的2.5倍----上下影线1.42倍----阴线实体大小2.85--阳线实体大小5.21,水力发电,黔源电力**002039.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的3.7倍----上下影线1.0倍----阴线实体大小2.48--阳线实体大小3.55,中成药,嘉应制药**002198.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的2.4倍----上下影线0.87倍----阴线实体大小2.67--阳线实体大小13.11,纺织,罗莱生活**002293.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的3.3倍----上下影线0.75倍----阴线实体大小2.0--阳线实体大小6.88,生物制药,千红制药**002550.SZ
--价格中枢看涨阴线1--20240922.0--实体是影线的7.0倍----上下影线1.0倍----阴线实体大小6.09--阳线实体大小9.22,公共交通,大众交通**600611.SH
--价格中枢看涨阴线1--20240922.0--实体是影线的4.0倍----上下影线0.86倍----阴线实体大小2.78--阳线实体大小3.23,出版业,长江传媒**600757.SH
--价格中枢看涨阴线1--20240922.0--实体是影线的4.8倍----上下影线1.2倍----阴线实体大小4.65--阳线实体大小11.93,出版业,皖新传媒**601801.SH
--价格中枢看涨阴线1--20240922.0--实体是影线的5.4倍----上下影线1.0倍----阴线实体大小4.13--阳线实体大小3.9,出版业,新华文轩**601811.SH
