="",代码,名称,开盘涨幅,当日涨幅,近10日最高涨幅,近10日涨幅,琅琊飙升榜,琅琊排行榜(当日),琅琊排行榜(次日),首次封板,最后封板,当日价格,攻击波,回头波,次日开盘涨幅,次日涨幅,开板数,封单量,当日换手,最新五星买卖点,最新红黄白买卖点,最新神秘C点买卖点,最新智能亮点,几天几板,所属题材,涨停原因,流通市值,总市值
="",="600651",飞乐音响,-0.29%,6.73%,22.39%,7.46%,-6,="9",="15",09:34:02,11:00:07,3.65,7.04%,-2.93%,-1.64%,-4.38%,="13",135手,5.17%,买入: 18天,---,---,MA(20日线支撑), 0天0板,上海国企改革 | 节能照明 | 新能源汽车 | 汽车电子 | 特斯拉 | 集成电路概念,公司挂牌转让所持有上海飞乐投资有限公司100%股权,45.32亿,91.51亿
="",="002570",贝因美,1.05%,6.72%,10.78%,8.67%,-2,="10",="12",10:41:42,10:41:42,5.08,6.28%,-3.05%,0.00%,-2.76%,="1",1613手,8.31%,买入: 17天,---,---,估值合理, 0天0板,电商 | 三胎概念 | 融资融券 | 新零售 | 乳业 | 网红经济,婴儿配方奶粉短缺，美国纽约市长宣布纽约进入紧急状态。公司是国内奶粉龙头，主要产品包括婴幼儿配方奶粉、营养米粉、亲子食品、儿童奶和其他婴幼儿辅食等,54.86亿,54.87亿
="",="600545",卓郎智能,1.16%,6.10%,18.44%,5.48%,-12,="11",="23",09:34:19,09:36:10,3.65,5.80%,-3.44%,0.00%,-6.85%,="20",1458手,3.30%,买入: 20天,卖出: 0天,卖出: 2天,MA(20日线支撑) 五星卖点, 0天0板,一带一路 | 智能制造 | 工业4.0 | 券商重仓 | 融资融券 | 年报预增 | 标普道琼斯A股,全球知名的纺织机械企业，主要从事智能化纺织成套设备及核心零部件的研产销；一季度净利同比预增2538%,69.18亿,69.18亿
="",="002406",远东传动,0.63%,6.08%,42.49%,12.05%,="11",="12",="1",13:15:42,13:18:18,5.06,6.08%,-3.62%,-0.79%,10.08%,="3",303手,4.46%,卖出: 4天,卖出: 3天,---,RSI金叉 BIAS金叉 MTM金叉 MA(20日线支撑) 估值较高, 0天0板,军工 | 工业4.0 | 军民融合 | 新能源汽车 | 华为概念 | 新能源车零部件,乘用车购置税减免；下游车企加速复工复产。公司为国内最大的非等速传动轴生产企业，品种最多、规格最全的专业非等速传动轴制造商,25.11亿,31.58亿
="",="002167",东方锆业,0.30%,6.05%,14.13%,7.54%,-6,="13",="19",09:53:39,09:53:39,7.01,6.21%,-3.58%,-1.00%,-5.85%,="1",953手,6.17%,买入: 12天,---,---,BIAS金叉 MTM金叉 MA(20日线支撑) 估值较低, 0天0板,核电 | 航母 | 军工 | 稀土永磁 | 新材料概念 | 黄金概念 | 融资融券 | 小金属概念 | 牙科医疗,印尼禁止铝土矿和锡出口。6月21日公告拟投资设立子公司建设年产6万吨高纯超细硅酸锆项目；全球锆产品品种最齐全的制造商之一，钛白粉龙头龙蟒佰利成为公司第一大股东；公司核级锆主要用于核电站和军用核动力潜艇，核动力航空母舰的核反应堆中；锆产品还可用于人造牙齿,41.29亿,54.34亿
="",="000612",焦作万方,3.33%,6.00%,21.10%,11.56%,-10,="14",="24",09:49:21,10:35:03,6.36,3.92%,-3.64%,-1.89%,-6.92%,="2",8904手,7.73%,买入: 10天,---,---,RSI金叉 BIAS金叉 MTM金叉 MA(20日线支撑) 看涨吞没 北向增仓 估值合理, 2天1板,深股通 | 稀土永磁 | 融资融券,上周稀土价格持续上涨。印尼禁止铝土矿和锡出口。河南省电解铝骨干企业，持有中国稀有稀土有限公司13.17%股权,75.71亿,75.82亿
="",="000852",石化机械,-0.17%,5.94%,16.58%,10.02%,="7",="15",="8",14:04:51,14:08:03,6.24,6.67%,-3.70%,-1.60%,-1.76%,="2",2611手,3.74%,买入: 15天,---,---,估值较低, 0天0板,一带一路 | 页岩气 | 海工装备 | 可燃冰 | 融资融券 | 地热 | 雄安新区 | 天然气 | 油服 | 高端装备 | 油气管网 | 俄乌冲突概念,公司目前主要着力于加氢站用氢气压缩机、加氢站配套装备、氢 气纯化装置、母站充装用氢气压缩机等产品的研发,48.52亿,58.72亿
="",="002826",易明医药,-0.10%,5.84%,9.37%,-0.41%,-1,="16",="17",13:09:33,13:17:18,10.33,6.06%,-3.82%,-1.55%,-4.55%,="3",65手,12.53%,卖出: 1天,---,---,BIAS金叉 估值较低, 0天0板,中药 | 仿制药一致性评价,公司自主生产药品主要为米格列醇片，为国内首仿糖苷酶抑制剂；拥有盐酸纳美芬注射液适用于麻醉后复苏或鸦片药物中毒引起的呼吸抑制,12.32亿,19.75亿
="",="603225",XD新凤鸣,1.76%,5.74%,27.49%,18.48%,="1",="17",="16",14:25:44,14:25:44,11.43,4.86%,-3.87%,-1.49%,-4.46%,="1",909手,4.56%,买入: 13天,---,---,---, 2天1板,沪股通 | 新材料概念 | 基金重仓 | 融资融券 | 长三角一体化 | 标普道琼斯A股,公司拥有涤纶长丝产能275万吨/年，居国内民用涤纶长丝行业第二位,171.97亿,174.82亿
="",="000042",中洲控股,-0.74%,5.73%,5.50%,-10.49%,="7",="18",="11",09:38:03,11:21:45,9.96,7.33%,-3.86%,-1.10%,-2.31%,="3",228手,4.25%,卖出: 12天,---,卖出: 5天,估值较高, 8天4板,一带一路 | 粤港澳大湾区 | 标普道琼斯A股,首套房贷款利率下限调整；杭州放宽二手住房交易政策。公司为聚焦粤港澳大湾区、大上海、成渝、环渤海的地产商,66.13亿,66.22亿
="",="600371",万向德农,-1.08%,5.73%,13.01%,1.18%,-6,="19",="25",11:28:17,11:29:35,16.62,7.92%,-3.88%,-1.08%,-7.04%,="2",337手,14.66%,卖出: 3天,---,卖出: 5天,MTM金叉 看涨吞没 估值合理, 0天0板,转基因 | 基金重仓 | 乡村振兴 | 玉米 | 农业种植 | 黑龙江自贸区,印度政府宣布禁止小麦出口。公司是国内采用单倍体育种技术领先供应商
,48.63亿,48.63亿
="",="600791",京能置业,0.43%,5.32%,7.23%,-3.51%,="17",="20",="3",11:02:52,11:02:52,4.95,7.14%,-4.26%,-1.01%,3.23%,="1",844手,14.60%,卖出: 0天,卖出: 3天,卖出: 11天,MA(20日线支撑) 估值较低 五星卖点, 0天0板,京津冀一体化,首套房贷款利率下限调整；杭州放宽二手住房交易政策。实控人为北京国资委，主营房地产，公司大量的土地储备资产位于规划中的奥运村附近，自身介入的天元港国际中心项目地处北京涉外气氛最浓的区域,22.39亿,22.42亿
="",="603721",中广天择,4.18%,4.78%,12.88%,8.53%,="0",="21",="21",09:47:54,09:47:54,12.27,1.66%,-4.74%,-1.06%,-6.03%,="1",147手,7.88%,买入: 9天,---,---,估值较高, 0天0板,虚拟现实 | 区块链 | 知识产权保护 | 抖音 | 网红经济,中共中央办公厅、国务院办公厅印发了《关于推进实施国家文化数字化战略的意见》。公司为长沙广播电视集团控股的国有文化企业，拥有每天生产6小时以上自有版权视频节目能力；旗下拥有MCN业务，现已有全网总粉丝数超千万，全网总播放量超三十亿,15.95亿,15.95亿
="",="600149",廊坊发展,-0.55%,4.77%,6.38%,-2.66%,="12",="22",="10",09:33:02,09:33:26,5.71,5.55%,-4.83%,-1.05%,-2.28%,="2",129手,10.93%,买入: 21天,---,---,MA(20日线支撑), 0天0板,京津冀一体化 | 股权转让 | 恒大概念 | 雄安新区,首套房贷款利率下限调整；杭州放宽二手住房交易政策。1、公司位于河北廊坊，第一大股东为廊坊投资控股，在京津冀地区有大量土地资源；
2、主营为城区、园区及小区居民、商业和工业用户提供供暖及蒸汽等服务,21.71亿,21.71亿
="",="603569",长久物流,4.71%,4.19%,21.08%,7.60%,="9",="23",="14",09:43:05,09:43:05,9.95,3.75%,-5.33%,1.11%,-4.32%,="1",2438手,5.23%,买入: 19天,---,---,BIAS金叉 MTM金叉 MA(20日线支撑) 估值较低, 2天1板,一带一路 | 快递物流 | 雄安新区 | 标普道琼斯A股 | 中俄贸易 | 统一大市场,第三方汽车物流商龙头，公司先后于比利时、德国、法国、波兰、俄罗斯建立了业务网络，并与多家跨国公司开展战略合作,55.75亿,55.75亿
="",="600753",东方银星,0.49%,3.68%,13.11%,1.43%,-4,="24",="28",10:07:54,10:07:54,12.69,4.19%,-5.72%,-0.24%,-8.43%,="1",927手,6.03%,买入: 9天,---,---,MA(20日线支撑) 强势股, 0天0板,集成电路概念 | 煤化工,台积电、三星晶圆代工筹划涨价。公司拟发起成立半导体产业基金，围绕MEMS射频滤波器产业化方向设立投资管理公司，打造产业资源整合的投资平台,27.29亿,29.23亿
="",="002238",天威视讯,5.25%,3.11%,20.31%,12.70%,="21",="25",="4",09:30:03,09:30:03,5.30,1.73%,-6.19%,-0.94%,1.89%,="1",440手,1.24%,买入: 8天,---,---,估值较高, 0天0板,参股新三板 | 5G | 云计算 | 虚拟现实 | 融资融券 | 深圳国企改革 | 超高清视频 | 数据中心,广电将在5月17日启动“192”开头的新号段。公司为深圳地区最主要的电视服务提供商，通过广电网络开展超高清全景视频、VR视频等新媒体形式的虚拟现实内容播出,42.54亿,42.54亿
="",="605198",德利股份,5.40%,2.26%,20.98%,4.43%,="17",="26",="9",09:33:11,09:34:50,18.55,1.20%,-7.02%,2.75%,-1.78%,="15",270手,7.16%,买入: 16天,---,---,MA(20日线支撑) 估值较低, 2天1板,沪股通 | 饮料 | 乡村振兴 | 年报预增,全球生产规模较大的浓缩果汁加工企业之一，拥有山东省著名商标“安德利”,15.53亿,66.35亿
="",="600267",海正药业,10.03%,2.25%,21.21%,-3.71%,-5,="27",="32",09:25:01,09:32:47,15.90,4.06%,-7.07%,3.14%,-10.00%,="3",6381手,13.70%,卖出: 7天,---,卖出: 1天,估值较低, 2天1板(1个一字板),融资融券 | 禽流感 | MSCI概念 | 资产重组 | 超级真菌 | 动物疫苗 | 青蒿素 | 仿制药一致性评价 | 流感 | 新冠治疗,公司和旺实生物签订了《战略合作协议》及《委托生产框架协议》，双方拟在小分子创新药VV116的产品加工、生产、国际注册、市场开发等领域建立战略合作关系,176.32亿,190.59亿
="",="603516",淳中科技,-1.49%,1.82%,13.62%,-0.43%,-2,="28",="30",09:33:53,09:34:35,12.31,4.32%,-7.44%,0.32%,-8.94%,="4",2254手,5.38%,买入: 0天,---,---,KDJ金叉 MA(20日线支撑) 强势股 估值较高 五星买点, 0天0板,军工 | 芯片概念 | 安防 | 超高清视频,公司拟3000万元-6000万元回购股份,22.80亿,22.94亿
="",="002053",云南能投,6.90%,1.10%,27.06%,18.50%,="2",="29",="27",09:36:33,09:36:33,13.77,0.66%,-8.08%,0.00%,-7.99%,="1",2804手,16.03%,买入: 16天,---,买入: 3天,估值合理, 3天2板,光伏概念 | 风电 | 汇金 | 天然气 | 绿色电力,国资委：继续加大优质资产注入上市公司力度。公司大股东为云南国资委，全资子公司云南省盐业是云南食盐龙头，另外子公司马龙云能投新能源开发有限公司通泉风电场项目开工建设；,76.88亿,104.79亿
="",="603988",中电电机,2.43%,0.11%,32.54%,18.53%,="10",="30",="20",09:36:29,09:36:47,9.46,0.21%,-9.04%,-0.42%,-5.92%,="4",245手,5.98%,卖出: 3天,买入: 1天,卖出: 0天,---, 0天0板,手机游戏 | 资产重组,国家能源局：截至4月底全国风电装机容量约3.4亿千瓦，同比增长17.7%。公司主要从事大中型交、直流电机产品的研产销；公司风电领域专业生产双馈异步发电机、永磁半直驱同步发电机、永磁直驱同步发电机、鼠笼异步发电机,22.25亿,22.25亿
="",="002333",罗普斯金,9.98%,-2.63%,21.00%,-6.74%,="2",="31",="29",09:25:00,09:25:00,5.56,0.18%,-11.46%,-3.60%,-8.63%,="1",9173手,11.19%,卖出: 7天,---,---,MTM金叉 MA(20日线支撑) 估值高, 3天2板,苹果概念 | 股权转让 | 摘帽,印尼禁止铝土矿和锡出口。国内建筑铝型材、铝铸棒业务综合能力较强的企业之一，长三角地区铝合金门窗龙头,23.77亿,36.28亿
="",="603628",清源股份,3.18%,-2.82%,20.99%,-2.23%,="1",="32",="31",09:33:11,09:33:41,13.45,1.89%,-11.63%,-5.87%,-9.89%,="2",2089手,14.32%,卖出: 7天,---,---,看涨吞没 估值高, 5天4板,光伏概念 | 储能,公司互动平台称一季度研发出民用BIPV屋顶产品，预计于2021年第三季度实现民用BIPV产品的销售，公司正在加紧研发商用BIPV产品,36.83亿,36.83亿
