--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.55--实体是影线的几倍=4.76,其他建材,方大集团**000055.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.33--阳线实体=4.52--实体是影线的几倍=5.12,仓储物流,恒基达鑫**002492.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.49--阳线实体=5.53--实体是影线的几倍=6.77,塑料,浙江众成**002522.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=1.43--阳线实体=7.0--实体是影线的几倍=4.46,专用机械,海源复材**002529.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=0.75--阳线实体=5.12--实体是影线的几倍=8.06,农药化肥,司尔特**002538.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.8--阳线实体=2.89--实体是影线的几倍=3.66,生物制药,千红制药**002550.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.49--阳线实体=6.93--实体是影线的几倍=6.13,医疗保健,尚荣医疗**002551.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=6.62--实体是影线的几倍=12.9,塑料,双星新材**002585.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=4.85--实体是影线的几倍=32.73,中成药,佛慈制药**002644.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=6.6--实体是影线的几倍=6.67,白酒,天佑德酒**002646.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.08--阳线实体=2.45--实体是影线的几倍=2.27,纺织机械,金轮股份**002722.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=0.67--阳线实体=4.67--实体是影线的几倍=4.57,家用电器,金莱特**002723.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=4.14--实体是影线的几倍=9.34,其他商业,富森美**002818.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.14--阳线实体=6.47--实体是影线的几倍=8.15,化学制药,润都股份**002923.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=1.54--实体是影线的几倍=2.1,电气设备,日丰股份**002953.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.0--阳线实体=2.59--实体是影线的几倍=5.45,化学制药,华润双鹤**600062.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.05--上影线是下的几倍=0.56--阳线实体=2.15--实体是影线的几倍=2.06,服饰,浪莎股份**600137.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.57--阳线实体=2.12--实体是影线的几倍=4.63,农业综合,生物股份**600201.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=0.8--阳线实体=1.31--实体是影线的几倍=2.44,化工原料,嘉化能源**600273.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.71--实体是影线的几倍=6.19,玻璃,三峡新材**600293.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=4.08--实体是影线的几倍=5.16,供气供热,长春燃气**600333.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.0--阳线实体=2.02--实体是影线的几倍=6.19,中成药,亚宝药业**600351.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.67--阳线实体=3.64--实体是影线的几倍=2.44,农药化肥,柳化股份**600423.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.33--阳线实体=5.03--实体是影线的几倍=4.63,种植业,新赛股份**600540.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.66--阳线实体=6.6--实体是影线的几倍=19.52,百货,杭州解百**600814.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.33--阳线实体=4.22--实体是影线的几倍=3.9,建筑工程,龙建股份**600853.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.2--阳线实体=5.82--实体是影线的几倍=4.26,百货,银座股份**600858.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=1.22--阳线实体=7.08--实体是影线的几倍=3.74,电气设备,四方股份**601126.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.2--阳线实体=4.32--实体是影线的几倍=2.46,路桥,龙江交通**601188.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=0.67--阳线实体=3.35--实体是影线的几倍=5.25,化工原料,万盛股份**603010.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.25--实体是影线的几倍=5.71,专用机械,创力集团**603012.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.37--阳线实体=2.14--实体是影线的几倍=2.79,供气供热,新疆火炬**603080.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.03--上影线是下的几倍=0.71--阳线实体=5.15--实体是影线的几倍=4.38,化工原料,皇马科技**603181.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=1.43--阳线实体=5.59--实体是影线的几倍=8.12,化工原料,汇得科技**603192.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.03--上影线是下的几倍=0.68--阳线实体=4.07--实体是影线的几倍=5.56,医疗保健,振德医疗**603301.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.1--阳线实体=5.29--实体是影线的几倍=5.05,纺织,健盛集团**603558.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.8--阳线实体=6.41--实体是影线的几倍=17.8,中成药,珍宝岛**603567.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.33--阳线实体=5.06--实体是影线的几倍=7.16,化工原料,苏利股份**603585.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.25--阳线实体=3.69--实体是影线的几倍=3.53,电气设备,杭电股份**603618.SH
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.91--阳线实体=2.87--实体是影线的几倍=3.27,中成药,方盛制药**603998.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.75--阳线实体=3.55--实体是影线的几倍=4.52,水力发电,韶能股份**000601.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=0.72--阳线实体=5.5--实体是影线的几倍=4.2,水力发电,湖南发展**000722.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.67--阳线实体=2.19--实体是影线的几倍=4.15,仓储物流,浙商中拓**000906.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.16--实体是影线的几倍=2.9,建筑工程,粤水电**002060.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=0.71--阳线实体=8.87--实体是影线的几倍=6.08,化工原料,南岭民爆**002096.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.86--阳线实体=3.83--实体是影线的几倍=4.53,电气设备,大金重工**002487.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=3.22--实体是影线的几倍=3.28,食品,仙坛股份**002746.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.11--实体是影线的几倍=5.45,港口,日照港**600017.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=4.63--实体是影线的几倍=19.09,新型电力,中闽能源**600163.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.8--阳线实体=2.99--实体是影线的几倍=7.32,路桥,深高速**600548.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=1.62--实体是影线的几倍=2.73,造纸,山鹰国际**600567.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=1.43--阳线实体=5.56--实体是影线的几倍=2.08,供气供热,国新能源**600617.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.17--阳线实体=2.52--实体是影线的几倍=2.13,区域地产,西藏城投**600773.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.94--实体是影线的几倍=3.64,水泥,亚泰集团**600881.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=0.79--阳线实体=16.0--实体是影线的几倍=11.98,煤炭开采,昊华能源**601101.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.33--实体是影线的几倍=5.45,路桥,吉林高速**601518.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.17--阳线实体=2.99--实体是影线的几倍=2.99,专用机械,宏盛股份**603090.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=1.27--阳线实体=2.7--实体是影线的几倍=2.7,食品,天味食品**603317.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=1.13--阳线实体=7.38--实体是影线的几倍=2.95,电气设备,神马电力**603530.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.75--阳线实体=3.55--实体是影线的几倍=4.52,水力发电,韶能股份**000601.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=0.72--阳线实体=5.5--实体是影线的几倍=4.2,水力发电,湖南发展**000722.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.67--阳线实体=2.19--实体是影线的几倍=4.15,仓储物流,浙商中拓**000906.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.16--实体是影线的几倍=2.9,建筑工程,粤水电**002060.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=0.71--阳线实体=8.87--实体是影线的几倍=6.08,化工原料,南岭民爆**002096.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.86--阳线实体=3.83--实体是影线的几倍=4.53,电气设备,大金重工**002487.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.5--阳线实体=3.22--实体是影线的几倍=3.28,食品,仙坛股份**002746.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.11--实体是影线的几倍=5.45,港口,日照港**600017.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=4.63--实体是影线的几倍=19.09,新型电力,中闽能源**600163.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.8--阳线实体=2.99--实体是影线的几倍=7.32,路桥,深高速**600548.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=1.62--实体是影线的几倍=2.73,造纸,山鹰国际**600567.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=1.43--阳线实体=5.56--实体是影线的几倍=2.08,供气供热,国新能源**600617.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.17--阳线实体=2.52--实体是影线的几倍=2.13,区域地产,西藏城投**600773.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.94--实体是影线的几倍=3.64,水泥,亚泰集团**600881.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=0.79--阳线实体=16.0--实体是影线的几倍=11.98,煤炭开采,昊华能源**601101.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=2.33--实体是影线的几倍=5.45,路桥,吉林高速**601518.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=1.17--阳线实体=2.99--实体是影线的几倍=2.99,专用机械,宏盛股份**603090.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.02--上影线是下的几倍=1.27--阳线实体=2.7--实体是影线的几倍=2.7,食品,天味食品**603317.SH
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=1.13--阳线实体=7.38--实体是影线的几倍=2.95,电气设备,神马电力**603530.SH
--价格中枢看涨做涨--20200731价格中枢-实体一半=0.01--上影线是下的几倍=1.43--阳线实体=12.17--实体是影线的几倍=3.66,codename null-**300157.SZ
--价格中枢看涨做涨--20201218价格中枢-实体一半=0.04--上影线是下的几倍=1.42--阳线实体=16.81--实体是影线的几倍=4.98,codename null-**600089.SH
--价格中枢看涨做涨--20201218价格中枢-实体一半=0.05--上影线是下的几倍=1.43--阳线实体=13.33--实体是影线的几倍=2.54,codename null-**000155.SZ
--价格中枢看涨做涨--20210219价格中枢-实体一半=0.01--上影线是下的几倍=1.49--阳线实体=4.06--实体是影线的几倍=5.16,软件服务,云鼎科技**000409.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=1.25--阳线实体=2.82--实体是影线的几倍=2.87,商贸代理,中成股份**000151.SZ
--价格中枢看涨做涨--20240331.0价格中枢-实体一半=0.01--上影线是下的几倍=0.8--阳线实体=5.71--实体是影线的几倍=2.93,多元金融,渤海租赁**000415.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=0.66--阳线实体=2.18--实体是影线的几倍=4.76,百货,通程控股**000419.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.0--上影线是下的几倍=0.66--阳线实体=3.4--实体是影线的几倍=7.62,百货,通程控股**000419.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.04--上影线是下的几倍=0.68--阳线实体=6.75--实体是影线的几倍=3.65,铅锌,兴业矿业**000426.SZ
--价格中枢看涨做涨--20240414.0价格中枢-实体一半=0.01--上影线是下的几倍=1.33--阳线实体=2.41--实体是影线的几倍=2.96,路桥,粤高速A**000429.SZ
--价格中枢看涨做涨--20240331.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.03--实体是影线的几倍=4.76,港口,珠海港**000507.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.05--上影线是下的几倍=0.61--阳线实体=2.93--实体是影线的几倍=2.27,生物制药,万泽股份**000534.SZ
--价格中枢看涨做涨--20240414.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=2.93--实体是影线的几倍=4.29,煤炭开采,靖远煤电**000552.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=4.05--实体是影线的几倍=10.91,煤炭开采,靖远煤电**000552.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.33--阳线实体=3.36--实体是影线的几倍=3.66,染料涂料,渝三峡A**000565.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=5.76--实体是影线的几倍=9.52,化学制药,海南海药**000566.SZ
--价格中枢看涨做涨--20240414.0价格中枢-实体一半=0.08--上影线是下的几倍=0.59--阳线实体=2.9--实体是影线的几倍=2.26,汽车配件,威孚高科**000581.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=0.57--阳线实体=3.71--实体是影线的几倍=4.15,化学制药,东北制药**000597.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.01--上影线是下的几倍=0.6--阳线实体=2.02--实体是影线的几倍=4.19,水务,兴蓉环境**000598.SZ
--价格中枢看涨做涨--20240331.0价格中枢-实体一半=0.0--上影线是下的几倍=0.75--阳线实体=8.12--实体是影线的几倍=16.13,火力发电,建投能源**000600.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.75--阳线实体=3.55--实体是影线的几倍=4.52,水力发电,韶能股份**000601.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.04--上影线是下的几倍=0.67--阳线实体=2.25--实体是影线的几倍=2.56,旅游服务,西安旅游**000610.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.01--上影线是下的几倍=0.75--阳线实体=6.05--实体是影线的几倍=5.48,食品,西王食品**000639.SZ
--价格中枢看涨做涨--20230730.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=6.47--实体是影线的几倍=28.57,多元金融,经纬纺机**000666.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.02--上影线是下的几倍=0.88--阳线实体=7.43--实体是影线的几倍=3.9,互联网,视觉中国**000681.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=1.4--阳线实体=5.64--实体是影线的几倍=6.48,广告包装,滨海能源**000695.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.03--上影线是下的几倍=0.72--阳线实体=5.5--实体是影线的几倍=4.2,水力发电,湖南发展**000722.SZ
--价格中枢看涨做涨--20240407.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=3.72--实体是影线的几倍=10.95,纺织,鲁泰A**000726.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.01--上影线是下的几倍=0.66--阳线实体=4.7--实体是影线的几倍=5.24,全国地产,中国武夷**000797.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.01--上影线是下的几倍=1.09--阳线实体=10.12--实体是影线的几倍=6.78,造纸,美利云**000815.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.02--上影线是下的几倍=1.4--阳线实体=4.15--实体是影线的几倍=3.48,路桥,城发环境**000885.SZ
--价格中枢看涨做涨--20240414.0价格中枢-实体一半=0.01--上影线是下的几倍=0.8--阳线实体=3.31--实体是影线的几倍=3.47,路桥,城发环境**000885.SZ
--价格中枢看涨做涨--20240512.0价格中枢-实体一半=0.01--上影线是下的几倍=0.67--阳线实体=2.19--实体是影线的几倍=4.15,仓储物流,浙商中拓**000906.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.03--上影线是下的几倍=0.58--阳线实体=5.08--实体是影线的几倍=3.8,影视音像,电广传媒**000917.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.49--阳线实体=4.82--实体是影线的几倍=10.32,化学制药,金陵药业**000919.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.66--阳线实体=1.65--实体是影线的几倍=6.67,环境保护,沃顿科技**000920.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.01--上影线是下的几倍=1.33--阳线实体=3.17--实体是影线的几倍=3.21,环境保护,沃顿科技**000920.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.7--阳线实体=2.77--实体是影线的几倍=2.39,农业综合,中粮科技**000930.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.49--阳线实体=4.09--实体是影线的几倍=5.48,生物制药,中关村**000931.SZ
--价格中枢看涨做涨--20240414.0价格中枢-实体一半=0.03--上影线是下的几倍=0.58--阳线实体=1.93--实体是影线的几倍=2.11,煤炭开采,冀中能源**000937.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.0--上影线是下的几倍=0.99--阳线实体=4.66--实体是影线的几倍=16.36,多元金融,东方能源**000958.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.0--上影线是下的几倍=1.0--阳线实体=5.88--实体是影线的几倍=7.14,区域地产,天保基建**000965.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.07--上影线是下的几倍=0.64--阳线实体=2.9--实体是影线的几倍=2.29,港口,招商港口**001872.SZ
--价格中枢看涨做涨--20240421.0价格中枢-实体一半=0.02--上影线是下的几倍=0.9--阳线实体=6.55--实体是影线的几倍=3.82,服饰,伟星股份**002003.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.33--阳线实体=3.46--实体是影线的几倍=3.66,仓储物流,传化智联**002010.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.16--阳线实体=4.49--实体是影线的几倍=7.18,化学制药,京新药业**002020.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.0--上影线是下的几倍=1.33--阳线实体=4.99--实体是影线的几倍=8.54,医疗保健,科华生物**002022.SZ
--价格中枢看涨做涨--20240505.0价格中枢-实体一半=0.01--上影线是下的几倍=0.6--阳线实体=3.07--实体是影线的几倍=8.39,机械基件,山东威达**002026.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.02--上影线是下的几倍=0.75--阳线实体=15.32--实体是影线的几倍=9.26,机械基件,山东威达**002026.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.02--上影线是下的几倍=0.75--阳线实体=12.32--实体是影线的几倍=4.13,纺织,华孚时尚**002042.SZ
--价格中枢看涨做涨--20240428.0价格中枢-实体一半=0.05--上影线是下的几倍=0.53--阳线实体=5.74--实体是影线的几倍=6.04,机械基件,国机精工**002046.SZ
